VentaCodigo,FechaVenta,ClienteCodigo,ProductoCodigo,VendedorCodigo,SucursalCodigo,Canal,Cantidad,PrecioUnitario,CostoUnitario
VTA007219,2025-06-29,CLI0050,PROD0029,VEN017,SUC007,Web,12,661600,434400
VTA007220,2026-01-02,CLI0068,PROD0010,VEN008,SUC003,Presencial,11,312400,225500
VTA007221,2025-07-01,CLI0031,PROD0008,VEN004,SUC010,Presencial,3,589900,392800
VTA007222,2025-08-13,CLI0053,PROD0038,VEN007,SUC003,Web,5,91000,58300
VTA007223,2025-07-10,CLI0048,PROD0017,VEN019,SUC001,Web,7,207200,148000
VTA007224,2026-04-11,CLI0064,PROD0016,VEN005,SUC002,Presencial,12,135000,110900
VTA007225,2025-05-03,CLI0008,PROD0036,VEN005,SUC007,Web,1,551800,326500
VTA007226,2025-10-28,CLI0037,PROD0017,VEN013,SUC009,Telefónico,8,195100,150600
VTA007227,2025-02-01,CLI0072,PROD0033,VEN012,SUC003,Web,6,265300,173500
VTA007228,2025-03-30,CLI0012,PROD0041,VEN017,SUC008,Presencial,6,203700,138000
VTA007229,2026-07-03,CLI0081,PROD0032,VEN004,SUC007,Presencial,1,330100,179200
VTA007230,2026-03-01,CLI0001,PROD0031,VEN009,SUC007,Presencial,12,274400,198000
VTA007231,2025-12-26,CLI0007,PROD0038,VEN001,SUC005,Web,2,95300,57800
VTA007232,2026-05-10,CLI0015,PROD0050,VEN014,SUC003,Telefónico,10,285200,203100
VTA007233,2025-01-10,CLI0098,PROD0039,VEN015,SUC004,Presencial,6,345000,215100
VTA007234,2026-06-17,CLI0003,PROD0027,VEN012,SUC004,Web,3,103800,76200
VTA007235,2025-07-04,CLI0034,PROD0047,VEN003,SUC008,Presencial,6,435400,360900
VTA007236,2025-04-16,CLI0030,PROD0036,VEN008,SUC005,Presencial,12,494900,317100
VTA007237,2025-12-12,CLI0050,PROD0040,VEN009,SUC001,Presencial,9,208700,148100
VTA007238,2025-01-25,CLI0012,PROD0019,VEN020,SUC002,Presencial,10,706000,468200
VTA007239,2025-12-06,CLI0076,PROD0016,VEN014,SUC008,Presencial,3,132800,112600
VTA007240,2025-10-17,CLI0029,PROD0025,VEN015,SUC010,Presencial,9,78900,60300
VTA007241,2025-04-29,CLI0089,PROD0022,VEN018,SUC008,Web,11,507500,323000
VTA007242,2025-04-28,CLI0002,PROD0034,VEN012,SUC009,Web,9,568400,404800
VTA007243,2025-07-22,CLI0022,PROD0038,VEN007,SUC001,Presencial,8,98800,59200
VTA007244,2025-02-11,CLI0026,PROD0024,VEN015,SUC007,Web,1,775800,593000
VTA007245,2025-05-10,CLI0045,PROD0022,VEN017,SUC003,Telefónico,11,488300,314200
VTA007246,2026-06-04,CLI0078,PROD0015,VEN011,SUC004,Presencial,1,174300,106800
VTA007247,2025-09-01,CLI0076,PROD0048,VEN015,SUC008,Presencial,9,18500,12700
VTA007248,2025-08-20,CLI0069,PROD0031,VEN002,SUC002,Presencial,1,290600,202300
VTA007249,2025-01-19,CLI0054,PROD0015,VEN007,SUC007,Web,7,188700,107600
VTA007250,2026-03-03,CLI0074,PROD0015,VEN003,SUC001,Web,3,163000,106600
VTA007251,2025-05-07,CLI0093,PROD0018,VEN017,SUC003,Web,8,208400,149700
VTA007252,2025-04-06,CLI0044,PROD0043,VEN008,SUC010,Web,4,493200,362300
VTA007253,2025-06-18,CLI0063,PROD0046,VEN001,SUC001,Presencial,10,586400,357200
VTA007254,2025-06-15,CLI0065,PROD0039,VEN002,SUC007,Presencial,11,342200,209500
VTA007255,2026-01-10,CLI0085,PROD0006,VEN019,SUC005,Web,8,291800,186300
VTA007256,2025-08-14,CLI0019,PROD0006,VEN009,SUC010,Web,1,266600,179100
VTA007257,2025-07-02,CLI0003,PROD0023,VEN011,SUC002,Presencial,6,560000,398000
VTA007258,2026-05-04,CLI0067,PROD0008,VEN007,SUC008,Web,7,587200,392100
VTA007259,2025-01-01,CLI0038,PROD0047,VEN005,SUC009,Presencial,5,446500,361900
VTA007260,2025-10-04,CLI0061,PROD0015,VEN015,SUC008,Telefónico,12,174500,106600
VTA007261,2026-06-10,CLI0087,PROD0044,VEN003,SUC007,Presencial,1,727300,591000
VTA007262,2025-01-22,CLI0051,PROD0004,VEN010,SUC005,Telefónico,4,408000,287400
VTA007263,2026-02-09,CLI0038,PROD0021,VEN004,SUC004,Web,11,864400,657600
VTA007264,2025-02-01,CLI0014,PROD0012,VEN010,SUC009,Web,6,417800,285800
VTA007265,2026-01-29,CLI0067,PROD0043,VEN014,SUC004,Presencial,5,493300,361400
VTA007266,2025-04-11,CLI0021,PROD0026,VEN018,SUC010,Web,7,571600,391600
VTA007267,2026-01-10,CLI0076,PROD0050,VEN009,SUC005,Presencial,7,287400,204700
VTA007268,2025-04-30,CLI0094,PROD0001,VEN007,SUC010,Presencial,3,433900,246000
VTA007269,2025-02-27,CLI0013,PROD0012,VEN020,SUC002,Web,4,399800,287800
VTA007270,2025-05-15,CLI0022,PROD0029,VEN009,SUC009,Presencial,1,669500,418700
VTA007271,2026-07-19,CLI0015,PROD0031,VEN009,SUC006,Telefónico,12,250900,199300
VTA007272,2026-01-16,CLI0086,PROD0042,VEN008,SUC002,Web,6,411900,280500
VTA007273,2026-02-27,CLI0036,PROD0015,VEN015,SUC003,Presencial,5,167300,108400
VTA007274,2026-07-06,CLI0096,PROD0008,VEN010,SUC007,Web,1,629200,388500
VTA007275,2026-03-18,CLI0013,PROD0026,VEN020,SUC002,Presencial,6,522300,381000
VTA007276,2025-03-23,CLI0082,PROD0037,VEN007,SUC006,Presencial,3,254900,167600
VTA007277,2026-01-20,CLI0066,PROD0041,VEN011,SUC004,Telefónico,3,199700,140300
VTA007278,2026-07-06,CLI0027,PROD0037,VEN012,SUC003,Web,10,257100,163300
VTA007279,2025-11-01,CLI0029,PROD0001,VEN004,SUC001,Presencial,10,402600,243100
VTA007280,2026-03-17,CLI0038,PROD0044,VEN007,SUC007,Telefónico,3,721600,592500
VTA007281,2026-07-12,CLI0034,PROD0036,VEN017,SUC010,Web,9,557900,321000
VTA007282,2025-12-24,CLI0079,PROD0007,VEN003,SUC007,Telefónico,3,547800,448500
VTA007283,2026-06-16,CLI0011,PROD0024,VEN018,SUC005,Telefónico,4,711700,576100
VTA007284,2026-02-19,CLI0062,PROD0002,VEN019,SUC006,Presencial,2,400700,242800
VTA007285,2025-04-14,CLI0009,PROD0012,VEN014,SUC007,Presencial,5,398300,280700
VTA007286,2026-02-21,CLI0003,PROD0009,VEN004,SUC009,Presencial,12,769700,470600
VTA007287,2026-01-20,CLI0063,PROD0017,VEN011,SUC007,Presencial,10,197000,147500
VTA007288,2026-01-18,CLI0096,PROD0039,VEN018,SUC008,Web,7,330400,219200
VTA007289,2025-12-13,CLI0014,PROD0003,VEN018,SUC007,Presencial,1,86300,61500
VTA007290,2025-11-26,CLI0048,PROD0036,VEN011,SUC005,Presencial,9,482600,312500
VTA007291,2026-05-31,CLI0089,PROD0049,VEN003,SUC002,Presencial,2,349100,243000
VTA007292,2025-03-13,CLI0015,PROD0014,VEN013,SUC004,Presencial,7,53500,43500
VTA007293,2026-07-02,CLI0034,PROD0035,VEN012,SUC005,Presencial,9,723800,454600
VTA007294,2026-07-04,CLI0075,PROD0025,VEN015,SUC007,Web,9,71200,61200
VTA007295,2026-02-28,CLI0011,PROD0019,VEN003,SUC010,Presencial,2,732700,469100
VTA007296,2025-04-26,CLI0062,PROD0007,VEN003,SUC001,Web,3,617600,460900
VTA007297,2026-01-01,CLI0072,PROD0019,VEN011,SUC002,Telefónico,10,700800,468000
VTA007298,2025-10-15,CLI0080,PROD0027,VEN008,SUC001,Web,4,107300,75800
VTA007299,2025-11-02,CLI0026,PROD0025,VEN018,SUC004,Telefónico,9,77700,60900
VTA007300,2026-04-07,CLI0023,PROD0010,VEN011,SUC002,Web,5,329600,228100
VTA007301,2026-05-21,CLI0015,PROD0047,VEN010,SUC007,Presencial,4,456600,355600
VTA007302,2025-12-07,CLI0004,PROD0012,VEN003,SUC003,Presencial,5,419000,289100
VTA007303,2025-07-23,CLI0053,PROD0033,VEN016,SUC003,Telefónico,7,243500,169500
VTA007304,2025-10-17,CLI0086,PROD0015,VEN018,SUC009,Telefónico,7,187400,108400
VTA007305,2026-03-21,CLI0040,PROD0048,VEN018,SUC004,Presencial,7,18800,12700
VTA007306,2026-04-19,CLI0037,PROD0003,VEN013,SUC009,Web,2,90400,59400
VTA007307,2026-04-22,CLI0079,PROD0016,VEN004,SUC005,Web,1,142800,111100
VTA007308,2026-03-05,CLI0099,PROD0011,VEN008,SUC004,Presencial,1,855900,673000
VTA007309,2025-08-04,CLI0044,PROD0002,VEN003,SUC004,Web,10,413800,245700
VTA007310,2025-12-13,CLI0071,PROD0017,VEN004,SUC007,Web,1,198000,146500
VTA007311,2025-08-29,CLI0093,PROD0002,VEN013,SUC009,Web,2,405900,241200
VTA007312,2026-04-28,CLI0091,PROD0007,VEN005,SUC009,Web,3,576200,450400
VTA007313,2026-04-23,CLI0082,PROD0021,VEN003,SUC005,Presencial,6,878800,667100
VTA007314,2025-12-16,CLI0025,PROD0023,VEN013,SUC007,Web,5,561600,412700
VTA007315,2026-07-05,CLI0039,PROD0016,VEN019,SUC004,Presencial,6,151200,110000
VTA007316,2025-05-24,CLI0009,PROD0017,VEN012,SUC010,Presencial,6,226800,149600
VTA007317,2026-01-20,CLI0044,PROD0040,VEN003,SUC005,Presencial,12,213900,148700
VTA007318,2026-04-22,CLI0040,PROD0047,VEN001,SUC009,Web,9,450700,353100
VTA007319,2025-11-13,CLI0017,PROD0010,VEN020,SUC005,Web,5,302400,230600
VTA007320,2025-01-27,CLI0069,PROD0009,VEN010,SUC007,Web,9,756000,475200
VTA007321,2025-12-21,CLI0009,PROD0023,VEN015,SUC010,Telefónico,12,582800,397400
VTA007322,2025-04-06,CLI0025,PROD0025,VEN013,SUC001,Web,1,68400,59600
VTA007323,2025-10-25,CLI0017,PROD0044,VEN019,SUC005,Web,10,732700,592200
VTA007324,2025-12-24,CLI0013,PROD0041,VEN009,SUC003,Web,12,221500,142500
VTA007325,2025-05-09,CLI0039,PROD0009,VEN011,SUC006,Web,7,779600,476800
VTA007326,2026-03-28,CLI0065,PROD0015,VEN001,SUC003,Web,5,165500,108400
VTA007327,2026-01-03,CLI0069,PROD0029,VEN007,SUC008,Presencial,11,712400,425500
VTA007328,2026-04-06,CLI0078,PROD0024,VEN004,SUC004,Web,7,760100,592200
VTA007329,2026-05-10,CLI0079,PROD0020,VEN008,SUC009,Presencial,8,478800,404600
VTA007330,2026-04-30,CLI0024,PROD0027,VEN019,SUC003,Web,10,106400,75400
VTA007331,2025-01-28,CLI0049,PROD0046,VEN002,SUC004,Presencial,11,592500,350600
VTA007332,2025-03-23,CLI0065,PROD0006,VEN015,SUC005,Web,8,254200,184800
VTA007333,2025-06-28,CLI0075,PROD0026,VEN004,SUC010,Presencial,10,539300,394500
VTA007334,2025-12-24,CLI0030,PROD0019,VEN005,SUC007,Web,10,701000,467200
VTA007335,2025-08-04,CLI0075,PROD0002,VEN006,SUC003,Web,3,463500,245300
VTA007336,2025-06-10,CLI0003,PROD0018,VEN009,SUC003,Telefónico,12,197700,153000
VTA007337,2026-01-08,CLI0013,PROD0025,VEN012,SUC007,Web,1,69300,60400
VTA007338,2025-09-08,CLI0019,PROD0030,VEN009,SUC001,Web,3,620700,445100
VTA007339,2025-07-06,CLI0096,PROD0011,VEN020,SUC001,Presencial,6,868500,666400
VTA007340,2026-02-20,CLI0007,PROD0025,VEN017,SUC007,Presencial,4,69700,61100
VTA007341,2025-06-09,CLI0008,PROD0039,VEN015,SUC008,Presencial,1,344700,210500
VTA007342,2026-02-17,CLI0041,PROD0007,VEN009,SUC009,Web,6,555400,450900
VTA007343,2025-08-19,CLI0004,PROD0048,VEN010,SUC008,Web,1,19000,12800
VTA007344,2025-10-28,CLI0088,PROD0012,VEN017,SUC002,Web,6,434800,276700
VTA007345,2025-05-22,CLI0055,PROD0037,VEN009,SUC010,Telefónico,10,256500,168900
VTA007346,2025-07-01,CLI0065,PROD0022,VEN013,SUC010,Web,10,521500,313100
VTA007347,2026-04-02,CLI0074,PROD0020,VEN011,SUC001,Web,8,540100,405600
VTA007348,2026-02-21,CLI0077,PROD0002,VEN005,SUC003,Presencial,12,403400,237800
VTA007349,2025-06-17,CLI0090,PROD0035,VEN017,SUC005,Presencial,7,683400,441400
VTA007350,2026-05-03,CLI0002,PROD0014,VEN017,SUC002,Presencial,1,60600,43500
VTA007351,2026-04-18,CLI0005,PROD0029,VEN002,SUC006,Web,5,707200,414600
VTA007352,2025-06-11,CLI0014,PROD0031,VEN003,SUC007,Presencial,9,284000,197800
VTA007353,2026-04-24,CLI0072,PROD0020,VEN015,SUC005,Web,3,515700,406700
VTA007354,2026-07-11,CLI0020,PROD0015,VEN007,SUC009,Web,10,167600,110900
VTA007355,2025-04-03,CLI0026,PROD0041,VEN015,SUC004,Telefónico,12,211700,138700
VTA007356,2026-02-21,CLI0045,PROD0043,VEN007,SUC010,Web,5,450300,357300
VTA007357,2026-04-28,CLI0039,PROD0026,VEN004,SUC006,Web,6,510600,377400
VTA007358,2026-05-23,CLI0036,PROD0044,VEN007,SUC005,Web,11,818800,584500
VTA007359,2025-10-14,CLI0087,PROD0034,VEN004,SUC004,Presencial,7,525000,420800
VTA007360,2026-02-24,CLI0061,PROD0031,VEN013,SUC005,Web,1,289700,200600
VTA007361,2025-11-27,CLI0038,PROD0046,VEN010,SUC002,Telefónico,2,533600,356300
VTA007362,2026-06-17,CLI0059,PROD0015,VEN002,SUC003,Presencial,10,178800,107300
VTA007363,2026-03-05,CLI0094,PROD0026,VEN019,SUC002,Telefónico,7,499200,375700
VTA007364,2026-06-14,CLI0043,PROD0024,VEN013,SUC008,Web,11,693100,575400
VTA007365,2026-06-13,CLI0044,PROD0042,VEN001,SUC003,Presencial,2,385400,285700
VTA007366,2025-07-11,CLI0006,PROD0026,VEN011,SUC009,Telefónico,1,549400,383500
VTA007367,2025-11-03,CLI0036,PROD0008,VEN020,SUC010,Web,9,610600,375300
VTA007368,2025-08-14,CLI0032,PROD0037,VEN002,SUC009,Telefónico,4,243900,166500
VTA007369,2026-07-20,CLI0083,PROD0032,VEN005,SUC010,Telefónico,11,319700,179100
VTA007370,2026-02-27,CLI0070,PROD0013,VEN015,SUC005,Presencial,1,495000,390700
VTA007371,2025-02-17,CLI0065,PROD0017,VEN013,SUC002,Presencial,3,209100,147900
VTA007372,2025-11-29,CLI0029,PROD0042,VEN002,SUC007,Presencial,5,414200,274600
VTA007373,2025-12-01,CLI0058,PROD0036,VEN013,SUC010,Telefónico,7,529700,318000
VTA007374,2025-11-02,CLI0057,PROD0008,VEN017,SUC010,Presencial,7,607700,382100
VTA007375,2025-08-05,CLI0073,PROD0032,VEN013,SUC003,Presencial,12,299400,183000
VTA007376,2025-07-04,CLI0012,PROD0025,VEN008,SUC007,Web,8,71500,61400
VTA007377,2025-01-05,CLI0087,PROD0038,VEN009,SUC008,Web,8,94500,60000
VTA007378,2025-07-11,CLI0081,PROD0025,VEN008,SUC004,Presencial,9,76800,61000
VTA007379,2026-02-27,CLI0032,PROD0002,VEN005,SUC006,Telefónico,5,417100,235200
VTA007380,2025-05-27,CLI0096,PROD0032,VEN014,SUC009,Telefónico,8,331200,185200
VTA007381,2026-05-26,CLI0100,PROD0001,VEN008,SUC004,Web,7,404200,252100
VTA007382,2025-08-20,CLI0038,PROD0031,VEN017,SUC005,Telefónico,10,287100,203100
VTA007383,2025-11-12,CLI0048,PROD0034,VEN015,SUC009,Web,6,598800,405000
VTA007384,2025-10-12,CLI0039,PROD0034,VEN001,SUC002,Presencial,9,516400,419200
VTA007385,2026-03-05,CLI0009,PROD0045,VEN019,SUC009,Telefónico,5,115800,94600
VTA007386,2025-08-17,CLI0044,PROD0019,VEN017,SUC009,Telefónico,11,743800,475600
VTA007387,2026-01-01,CLI0079,PROD0008,VEN019,SUC008,Web,11,648200,389700
VTA007388,2025-07-14,CLI0080,PROD0024,VEN001,SUC004,Telefónico,1,777800,592000
VTA007389,2025-05-28,CLI0060,PROD0050,VEN017,SUC003,Telefónico,10,273700,207300
VTA007390,2025-11-09,CLI0028,PROD0016,VEN013,SUC006,Web,4,152800,112100
VTA007391,2025-05-19,CLI0089,PROD0019,VEN010,SUC002,Web,8,728700,482100
VTA007392,2025-06-14,CLI0002,PROD0018,VEN015,SUC010,Telefónico,12,189300,147700
VTA007393,2025-06-18,CLI0100,PROD0048,VEN019,SUC010,Web,9,19100,13000
VTA007394,2025-02-19,CLI0047,PROD0044,VEN004,SUC001,Presencial,6,817500,607700
VTA007395,2026-06-11,CLI0099,PROD0036,VEN017,SUC005,Presencial,3,526800,322200
VTA007396,2026-07-29,CLI0039,PROD0017,VEN004,SUC009,Telefónico,12,222600,145700
VTA007397,2025-11-03,CLI0008,PROD0003,VEN011,SUC003,Presencial,12,88100,60100
VTA007398,2026-04-27,CLI0087,PROD0029,VEN010,SUC005,Web,12,689100,435000
VTA007399,2025-08-27,CLI0062,PROD0015,VEN013,SUC006,Web,9,179500,108700
VTA007400,2025-06-24,CLI0099,PROD0013,VEN001,SUC009,Web,9,471800,397600
VTA007401,2025-11-16,CLI0052,PROD0030,VEN008,SUC007,Presencial,4,595000,457700
VTA007402,2026-03-18,CLI0006,PROD0017,VEN004,SUC004,Telefónico,10,212700,145900
VTA007403,2025-02-23,CLI0080,PROD0009,VEN014,SUC004,Telefónico,7,804600,456400
VTA007404,2025-09-16,CLI0047,PROD0001,VEN005,SUC001,Presencial,11,436300,244800
VTA007405,2025-10-11,CLI0088,PROD0039,VEN016,SUC006,Presencial,11,344300,217300
VTA007406,2025-08-05,CLI0021,PROD0010,VEN011,SUC009,Presencial,10,312400,233600
VTA007407,2025-05-17,CLI0059,PROD0042,VEN019,SUC004,Web,11,371800,285400
VTA007408,2025-09-21,CLI0092,PROD0013,VEN016,SUC001,Web,1,498000,400000
VTA007409,2025-11-05,CLI0091,PROD0047,VEN014,SUC002,Web,9,457500,355800
VTA007410,2025-10-24,CLI0021,PROD0038,VEN016,SUC004,Presencial,3,92000,57700
VTA007411,2026-02-25,CLI0049,PROD0004,VEN009,SUC009,Presencial,4,395600,287800
VTA007412,2025-12-31,CLI0016,PROD0030,VEN016,SUC009,Web,10,622300,454600
VTA007413,2025-08-21,CLI0008,PROD0017,VEN004,SUC004,Web,8,215800,148200
VTA007414,2025-04-18,CLI0046,PROD0050,VEN002,SUC007,Telefónico,2,264700,200500
VTA007415,2026-01-17,CLI0064,PROD0007,VEN001,SUC007,Telefónico,10,625500,463800
VTA007416,2025-10-06,CLI0017,PROD0013,VEN018,SUC005,Web,5,518500,391500
VTA007417,2025-02-10,CLI0069,PROD0049,VEN018,SUC001,Telefónico,2,353900,241700
VTA007418,2025-09-27,CLI0024,PROD0026,VEN015,SUC007,Presencial,1,507500,381700
VTA007419,2025-08-04,CLI0010,PROD0004,VEN018,SUC001,Web,9,362100,287200
VTA007420,2025-05-07,CLI0041,PROD0019,VEN016,SUC009,Telefónico,11,657300,478300
VTA007421,2025-01-18,CLI0045,PROD0001,VEN017,SUC009,Web,3,433500,247900
VTA007422,2026-07-16,CLI0059,PROD0001,VEN010,SUC007,Web,9,383700,244900
VTA007423,2025-06-21,CLI0015,PROD0003,VEN010,SUC003,Presencial,9,81200,61300
VTA007424,2025-04-28,CLI0007,PROD0013,VEN019,SUC009,Presencial,10,478100,390800
VTA007425,2026-03-02,CLI0043,PROD0043,VEN017,SUC001,Presencial,6,474100,359900
VTA007426,2026-07-28,CLI0077,PROD0046,VEN001,SUC010,Web,1,581400,351600
VTA007427,2025-09-30,CLI0029,PROD0031,VEN001,SUC006,Presencial,10,290200,201600
VTA007428,2025-08-23,CLI0083,PROD0042,VEN006,SUC002,Presencial,8,373900,284400
VTA007429,2025-07-12,CLI0079,PROD0037,VEN002,SUC010,Presencial,3,235800,168700
VTA007430,2026-04-16,CLI0086,PROD0018,VEN003,SUC004,Presencial,11,205800,150200
VTA007431,2025-07-07,CLI0081,PROD0002,VEN008,SUC002,Presencial,4,406300,243800
VTA007432,2025-02-24,CLI0051,PROD0023,VEN013,SUC005,Presencial,9,590300,406800
VTA007433,2026-06-19,CLI0066,PROD0043,VEN006,SUC006,Presencial,11,437300,363500
VTA007434,2025-03-23,CLI0047,PROD0014,VEN006,SUC008,Presencial,4,56800,44100
VTA007435,2026-07-16,CLI0078,PROD0012,VEN014,SUC001,Presencial,8,433800,279500
VTA007436,2026-06-08,CLI0084,PROD0036,VEN013,SUC009,Presencial,7,533000,315500
VTA007437,2025-12-22,CLI0019,PROD0006,VEN015,SUC003,Telefónico,6,279700,184400
VTA007438,2025-05-01,CLI0025,PROD0040,VEN011,SUC002,Presencial,1,216800,153600
VTA007439,2025-07-31,CLI0021,PROD0043,VEN005,SUC003,Web,11,496300,356800
VTA007440,2026-01-18,CLI0090,PROD0023,VEN015,SUC001,Telefónico,6,634100,397500
VTA007441,2025-09-13,CLI0040,PROD0034,VEN010,SUC002,Presencial,5,519400,420300
VTA007442,2026-06-18,CLI0062,PROD0024,VEN019,SUC002,Web,7,711900,594400
VTA007443,2025-06-08,CLI0022,PROD0034,VEN014,SUC003,Presencial,1,524100,411800
VTA007444,2025-05-09,CLI0084,PROD0049,VEN017,SUC004,Presencial,4,316800,250800
VTA007445,2026-01-07,CLI0091,PROD0019,VEN016,SUC001,Presencial,10,677200,481700
VTA007446,2026-07-29,CLI0019,PROD0029,VEN013,SUC006,Presencial,3,671300,434400
VTA007447,2025-11-01,CLI0026,PROD0030,VEN014,SUC006,Presencial,8,624700,454000
VTA007448,2025-04-05,CLI0080,PROD0001,VEN004,SUC004,Presencial,2,424000,250100
VTA007449,2025-06-30,CLI0017,PROD0033,VEN006,SUC008,Telefónico,4,244800,170100
VTA007450,2026-04-09,CLI0009,PROD0049,VEN004,SUC001,Web,5,339300,249500
VTA007451,2025-02-17,CLI0090,PROD0044,VEN001,SUC009,Web,8,748600,604700
VTA007452,2025-11-29,CLI0042,PROD0025,VEN009,SUC007,Web,4,68500,61600
VTA007453,2025-09-16,CLI0037,PROD0031,VEN016,SUC002,Presencial,3,286100,202000
VTA007454,2025-07-07,CLI0020,PROD0023,VEN007,SUC001,Web,4,575700,395200
VTA007455,2026-02-03,CLI0029,PROD0030,VEN019,SUC010,Presencial,2,608200,444500
VTA007456,2025-08-08,CLI0018,PROD0034,VEN008,SUC005,Presencial,7,595000,404800
VTA007457,2025-11-19,CLI0021,PROD0044,VEN001,SUC006,Web,6,769400,579900
VTA007458,2025-06-13,CLI0060,PROD0023,VEN013,SUC006,Presencial,8,588600,398300
VTA007459,2025-01-19,CLI0029,PROD0044,VEN007,SUC001,Presencial,4,835500,602400
VTA007460,2026-06-10,CLI0045,PROD0016,VEN014,SUC008,Web,1,143300,108900
VTA007461,2025-12-12,CLI0077,PROD0004,VEN005,SUC007,Presencial,2,383000,288900
VTA007462,2025-09-17,CLI0006,PROD0044,VEN016,SUC006,Presencial,3,761400,599000
VTA007463,2025-08-12,CLI0038,PROD0007,VEN008,SUC005,Web,12,577300,456000
VTA007464,2026-03-13,CLI0062,PROD0011,VEN019,SUC004,Web,12,791200,689000
VTA007465,2025-05-29,CLI0081,PROD0007,VEN015,SUC009,Web,9,549800,448200
VTA007466,2026-04-01,CLI0042,PROD0048,VEN010,SUC002,Web,1,19000,13100
VTA007467,2025-01-13,CLI0082,PROD0050,VEN010,SUC003,Web,11,274500,205000
VTA007468,2026-07-05,CLI0017,PROD0013,VEN017,SUC006,Web,9,530600,401200
VTA007469,2025-07-19,CLI0071,PROD0020,VEN005,SUC002,Presencial,4,484400,398600
VTA007470,2026-07-25,CLI0094,PROD0050,VEN016,SUC006,Presencial,3,262100,205900
VTA007471,2026-07-14,CLI0034,PROD0004,VEN010,SUC007,Presencial,11,373800,288200
VTA007472,2026-02-10,CLI0097,PROD0002,VEN016,SUC004,Presencial,11,456700,246400
VTA007473,2025-07-01,CLI0054,PROD0026,VEN003,SUC007,Web,1,523700,393500
VTA007474,2025-03-04,CLI0098,PROD0025,VEN002,SUC009,Telefónico,9,75500,59800
VTA007475,2026-02-26,CLI0063,PROD0002,VEN003,SUC008,Presencial,1,423200,242600
VTA007476,2026-01-26,CLI0053,PROD0038,VEN012,SUC001,Telefónico,12,96300,58600
VTA007477,2025-02-26,CLI0023,PROD0036,VEN007,SUC003,Telefónico,5,523500,321800
VTA007478,2025-09-04,CLI0061,PROD0049,VEN001,SUC002,Presencial,6,368000,250000
VTA007479,2025-01-01,CLI0008,PROD0037,VEN019,SUC004,Telefónico,11,252000,166800
VTA007480,2025-10-19,CLI0019,PROD0027,VEN009,SUC002,Presencial,12,112200,75200
VTA007481,2026-03-21,CLI0051,PROD0015,VEN009,SUC005,Telefónico,4,183700,109800
VTA007482,2026-07-07,CLI0076,PROD0003,VEN008,SUC002,Web,9,91700,60600
VTA007483,2025-09-24,CLI0010,PROD0014,VEN019,SUC004,Presencial,2,57100,44300
VTA007484,2025-05-05,CLI0004,PROD0034,VEN012,SUC002,Presencial,1,515500,417300
VTA007485,2025-01-08,CLI0004,PROD0018,VEN015,SUC007,Web,5,209600,150800
VTA007486,2025-04-22,CLI0070,PROD0011,VEN014,SUC008,Web,11,894800,690800
VTA007487,2026-03-10,CLI0016,PROD0025,VEN014,SUC009,Web,11,73600,61400
VTA007488,2025-09-28,CLI0038,PROD0006,VEN016,SUC007,Telefónico,4,283500,179200
VTA007489,2025-05-27,CLI0048,PROD0027,VEN004,SUC006,Web,1,103300,76400
VTA007490,2026-07-12,CLI0041,PROD0008,VEN007,SUC007,Presencial,5,593500,377100
VTA007491,2025-08-10,CLI0075,PROD0044,VEN014,SUC003,Web,10,760400,606800
VTA007492,2026-05-28,CLI0077,PROD0032,VEN005,SUC001,Presencial,1,320500,186800
VTA007493,2025-02-11,CLI0097,PROD0015,VEN008,SUC006,Telefónico,10,170100,108200
VTA007494,2025-02-13,CLI0063,PROD0008,VEN006,SUC010,Presencial,4,676300,389000
VTA007495,2025-01-12,CLI0027,PROD0007,VEN009,SUC001,Telefónico,4,568600,456700
VTA007496,2025-04-03,CLI0027,PROD0035,VEN013,SUC002,Web,7,708800,448700
VTA007497,2025-02-21,CLI0072,PROD0003,VEN011,SUC005,Telefónico,5,82100,59700
VTA007498,2025-07-26,CLI0044,PROD0039,VEN003,SUC008,Web,9,315800,214500
VTA007499,2025-07-05,CLI0086,PROD0003,VEN016,SUC003,Presencial,5,92700,59600
VTA007500,2025-04-02,CLI0070,PROD0001,VEN015,SUC006,Telefónico,4,417200,244300
VTA007501,2026-07-21,CLI0044,PROD0027,VEN006,SUC005,Web,12,113200,75000
VTA007502,2025-12-19,CLI0066,PROD0001,VEN007,SUC009,Web,5,406400,246100
VTA007503,2025-01-30,CLI0045,PROD0032,VEN002,SUC002,Presencial,7,314300,180300
VTA007504,2025-02-01,CLI0025,PROD0025,VEN017,SUC004,Presencial,1,78200,60700
VTA007505,2026-03-18,CLI0066,PROD0002,VEN010,SUC004,Presencial,6,431500,238500
VTA007506,2025-02-06,CLI0087,PROD0009,VEN008,SUC006,Web,7,849900,466400
VTA007507,2025-07-07,CLI0011,PROD0008,VEN005,SUC003,Presencial,3,589600,379000
VTA007508,2025-09-13,CLI0083,PROD0039,VEN007,SUC005,Presencial,2,349800,213900
VTA007509,2025-08-22,CLI0025,PROD0014,VEN019,SUC010,Web,6,62500,42300
VTA007510,2025-09-12,CLI0051,PROD0021,VEN017,SUC003,Web,11,781300,654500
VTA007511,2025-06-13,CLI0051,PROD0017,VEN013,SUC004,Telefónico,11,204200,145400
